rank,content_id,client_id,decline_probability,value_weighted_score,reason_code,action,archetype_id,days_since_last_update,impressions_90d,clicks_90d,ctr,avg_position,engagement_rate,click_equivalent_value,is_declining_label
16307,content_8d0b9a84ba45,client_19581e27de,0.40071489648081077,0.0,inconsistent_traffic,MONITOR,0,22,182,0,0.0,43.5,0.0,0.0,0
16308,content_b0a5928fed5a,client_19581e27de,0.6799910443773709,0.0,past_visibility_peak,SCHEDULE_REVIEW,1,104,794,1,0.13,5.0,0.0,0.0,1
16309,content_24364d12d25b,client_6208ef0f77,0.6489704661042612,0.0,content_depth_mismatch,MONITOR,1,104,5019,36,0.72,19.3,2.94,0.0,0
16310,content_86ed40f760d2,client_f369cb89fc,0.7376259871948503,0.0,weak_scroll_depth,SCHEDULE_REVIEW,0,20,64,1,1.56,7.2,0.0,0.0,1
16311,content_3e6a34bb1bdf,client_19581e27de,0.439008747526464,0.0,past_visibility_peak,MONITOR,1,104,11647,65,0.56,5.0,5.26,0.0,0
16312,content_3f20938e7505,client_19581e27de,0.46170287042175656,0.0,past_visibility_peak,MONITOR,0,22,2213,6,0.27,13.5,0.0,0.0,0
16313,content_9302ffcf74bc,client_bbb965ab0c,0.7096219672013404,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,20,4524,8,0.18,7.9,0.0,0.0,0
16314,content_3900e2a1012f,client_4e07408562,0.29920967848729063,0.0,past_visibility_peak,MONITOR,0,20,30692,109,0.36,6.1,7.27,0.0,0
16315,content_6a90be954155,client_19581e27de,0.5598494238275826,0.0,inconsistent_traffic,MONITOR,1,104,272,0,0.0,48.5,0.0,0.0,1
16316,content_aab0e66f746b,client_d029fa3a95,0.4385256969374932,0.0,inconsistent_traffic,MONITOR,0,20,15,0,0.0,10.5,0.0,0.0,0
16317,content_224c277bdea9,client_f369cb89fc,0.7886295496707902,0.0,inconsistent_traffic,PRIORITY_REVIEW,0,20,79,0,0.0,11.1,0.0,0.0,1
16318,content_5344f7920bf1,client_6208ef0f77,0.5038407967945551,0.0,past_visibility_peak,MONITOR,1,104,5682,20,0.35,34.4,6.82,0.0,0
16319,content_5bda17d0b75f,client_19581e27de,0.6611096439163836,0.0,aging_past_lifecycle_peak,MONITOR,0,20,3367,6,0.18,9.4,10.0,0.0,1
16320,content_8d3d36fb50bb,client_f369cb89fc,0.7273894714694101,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,20,2548,1,0.04,31.0,0.0,0.0,1
16321,content_7eaccc7863a0,client_3fdba35f04,0.6868030509175523,0.0,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,361,0,0.0,15.8,0.0,0.0,1
16322,content_f800de00a796,client_6208ef0f77,0.5299778957715697,0.0,large_page_regression_risk,MONITOR,1,104,22380,28,0.13,30.4,0.56,0.0,0
16323,content_02e093500039,client_4e07408562,0.7113177436328941,0.0,inconsistent_traffic,SCHEDULE_REVIEW,2,104,423,0,0.0,3.4,50.0,0.0,1
16324,content_8c0b4cf95378,client_19581e27de,0.629386566962171,0.0,past_visibility_peak,MONITOR,1,104,2231,1,0.04,14.3,0.0,0.0,0
16325,content_7322998f206f,client_19581e27de,0.5648270015144701,0.0,past_visibility_peak,MONITOR,0,22,246,0,0.0,17.9,0.0,0.0,0
16326,content_0858bde57772,client_3fdba35f04,0.6405575313885589,0.0,inconsistent_traffic,MONITOR,0,19,587,1,0.17,8.1,0.0,0.0,0
16327,content_bfa92781b510,client_d029fa3a95,0.43322489821600435,0.0,content_depth_mismatch,MONITOR,0,20,19,0,0.0,13.7,0.0,0.0,1
16328,content_1dac649b5a29,client_a88a7902cb,0.6543847204088301,0.0,aging_past_lifecycle_peak,MONITOR,0,20,143,0,0.0,13.3,0.0,0.0,1
16329,content_264535fe60da,client_19581e27de,0.5276798683148036,0.0,past_visibility_peak,MONITOR,0,20,9226,92,1.0,3.4,4.26,0.0,0
16330,content_2f03e29a8c2a,client_3fdba35f04,0.7802586326041824,0.0,inconsistent_traffic,PRIORITY_REVIEW,1,104,251,0,0.0,22.4,0.0,0.0,1
16331,content_7fa278a3cfeb,client_8527a891e2,0.31175129822452313,0.0,aging_past_lifecycle_peak,MONITOR,0,20,2,0,0.0,1.5,0.0,0.0,0
16332,content_35d886263722,client_25fc0e7096,0.21218979807961316,0.0,content_depth_mismatch,MONITOR,0,8,3,0,0.0,0.0,0.0,0.0,0
16333,content_7b2b7acfcc4a,client_4ec9599fc2,0.5687277670259987,0.0,content_depth_mismatch,MONITOR,2,8,267,0,0.0,9.2,33.33,0.0,1
16334,content_c92f573e549b,client_9400f1b21c,0.35685702894309856,0.0,inconsistent_traffic,MONITOR,0,20,1,0,0.0,29.0,0.0,0.0,1
16335,content_d60098900ae0,client_f369cb89fc,0.248832594539395,0.0,inconsistent_traffic,MONITOR,0,20,1,0,0.0,0.0,0.0,0.0,0
16336,content_a021d315b50a,client_4ec9599fc2,0.6828127453999234,0.0,past_visibility_peak,SCHEDULE_REVIEW,1,104,1122,1,0.09,12.1,0.0,0.0,0
16337,content_5f53da03fcf1,client_19581e27de,0.42104684776894874,0.0,inconsistent_traffic,MONITOR,0,22,90,0,0.0,10.7,0.0,0.0,1
16338,content_19d59a73e129,client_19581e27de,0.6187245184617512,0.0,past_visibility_peak,MONITOR,1,104,12266,15,0.12,4.6,8.33,0.0,0
16339,content_40fa9bc29e5b,client_624b60c58c,0.4624174738095972,0.0,content_depth_mismatch,MONITOR,0,8,1,0,0.0,10.0,0.0,0.0,0
16340,content_add21d058429,client_19581e27de,0.6478436258370787,0.0,past_visibility_peak,MONITOR,1,104,867,0,0.0,11.4,0.0,0.0,1
16341,content_dcf545faa831,client_6208ef0f77,0.75377163552303,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,3634,2,0.06,14.2,0.0,0.0,1
16342,content_2a26f684c8d0,client_19581e27de,0.6854935075051282,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,20,22323,38,0.17,5.2,0.0,0.0,0
16343,content_a98a1c3c7da9,client_19581e27de,0.4409291984616638,0.0,past_visibility_peak,MONITOR,0,22,2129,7,0.33,8.1,0.0,0.0,1
16344,content_655bba05d0ab,client_f369cb89fc,0.49195506003952855,0.0,aging_past_lifecycle_peak,MONITOR,0,20,2,0,0.0,4.5,0.0,0.0,0
16345,content_87b5392d9fbf,client_3fdba35f04,0.3738336552487041,0.0,past_visibility_peak,MONITOR,0,14,5822,42,0.72,7.9,4.29,0.0,1
16346,content_46b360d48f83,client_4e07408562,0.5031178842829742,0.0,past_visibility_peak,MONITOR,0,13,2777,5,0.18,26.7,25.0,0.0,0
16347,content_f56ef6f41d13,client_19581e27de,0.6241998746583031,0.0,past_visibility_peak,MONITOR,1,104,13987,15,0.11,7.5,0.0,0.0,0
16348,content_9de121508040,client_6208ef0f77,0.7797324878392251,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,30125,10,0.03,22.1,0.0,0.0,1
16349,content_b2587894a180,client_d4735e3a26,0.2078074841665997,0.0,inconsistent_traffic,MONITOR,0,20,3,0,0.0,7.7,0.0,0.0,0
16350,content_5a544426c717,client_b4944c6ff0,0.525877812148452,0.0,aging_past_lifecycle_peak,MONITOR,0,8,42,0,0.0,4.4,0.0,0.0,0
16351,content_e53df66aeadb,client_a88a7902cb,0.6086447074820867,0.0,aging_past_lifecycle_peak,MONITOR,0,28,49,0,0.0,13.4,0.0,0.0,1
16352,content_5cf7853d81c1,client_4ec9599fc2,0.4218052960827362,0.0,content_depth_mismatch,MONITOR,0,20,19,0,0.0,7.2,0.0,0.0,1
16353,content_6d15ca2f8718,client_98a3ab7c34,0.5442576665171038,0.0,aging_past_lifecycle_peak,MONITOR,0,1,3,0,0.0,17.3,0.0,0.0,1
16354,content_4b8ed4249329,client_6208ef0f77,0.8055416927527456,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,202,0,0.0,17.7,0.0,0.0,1
16355,content_c06a5a7fe2bc,client_d029fa3a95,0.6043359369516397,0.0,aging_past_lifecycle_peak,MONITOR,0,20,95,0,0.0,5.5,0.0,0.0,0
16356,content_b543d2956cac,client_19581e27de,0.625131511701848,0.0,past_visibility_peak,MONITOR,1,104,4235,5,0.12,6.4,0.0,0.0,1
16357,content_e6821dc9f448,client_6208ef0f77,0.7833966855765855,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,1185,2,0.17,18.8,0.0,0.0,1
16358,content_2f2391b8dd0a,client_7f2253d7e2,0.781985517462285,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,5901,2,0.03,29.9,0.0,0.0,1
16359,content_25b98af215b6,client_d4735e3a26,0.17796746443808348,0.0,inconsistent_traffic,MONITOR,0,20,11,1,9.09,24.6,0.0,0.0,0
16360,content_acdde80611ba,client_d4735e3a26,0.16582557562895306,0.0,inconsistent_traffic,MONITOR,0,20,1,0,0.0,0.0,0.0,0.0,0
16361,content_5c878553bcfc,client_19581e27de,0.499509685280002,0.0,past_visibility_peak,MONITOR,0,22,266,0,0.0,27.6,0.0,0.0,1
16362,content_d08a1e921b11,client_0b918943df,0.4238827426541068,0.0,content_depth_mismatch,MONITOR,0,20,6,0,0.0,7.5,0.0,0.0,0
16363,content_015296651b56,client_6208ef0f77,0.8186957732475404,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,994,0,0.0,12.6,0.0,0.0,1
16364,content_ef1e5f4a8287,client_349c41201b,0.7063773990002387,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,8,1418,2,0.14,13.9,0.0,0.0,0
16365,content_14abc8d82ef6,client_8722616204,0.3347408994498132,0.0,aging_past_lifecycle_peak,MONITOR,1,104,20,0,0.0,9.6,4.88,0.0,0
16366,content_37081d824ea9,client_e29c9c180c,0.22434398923994475,0.0,inconsistent_traffic,MONITOR,0,20,3,0,0.0,2.3,0.0,0.0,1
16367,content_4b94682ccab2,client_a88a7902cb,0.564294580177971,0.0,inconsistent_traffic,MONITOR,0,8,9,0,0.0,7.2,0.0,0.0,0
16368,content_20e0f68c82ce,client_3fdba35f04,0.7680282248443306,0.0,past_visibility_peak,PRIORITY_REVIEW,1,104,3541,7,0.2,15.5,5.88,0.0,1
16369,content_1a1232c9866d,client_6208ef0f77,0.3863500066369225,0.0,large_page_regression_risk,MONITOR,1,104,5756,76,1.32,5.3,7.3,0.0,0
16370,content_8587cc728d05,client_d4735e3a26,0.2654318536922413,0.0,inconsistent_traffic,MONITOR,0,20,7,0,0.0,19.6,0.0,0.0,0
16371,content_6430c384931f,client_f369cb89fc,0.3084365060483254,0.0,inconsistent_traffic,MONITOR,0,20,366,0,0.0,2.9,0.0,0.0,1
16372,content_97b6f0e086af,client_6208ef0f77,0.48407644798658356,0.0,large_page_regression_risk,MONITOR,1,104,15714,162,1.03,11.7,7.27,0.0,1
16373,content_a20142196d17,client_8527a891e2,0.6025541570719541,0.0,inconsistent_traffic,MONITOR,1,92,10,0,0.0,22.6,0.0,0.0,0
16374,content_14168e2835b7,client_6208ef0f77,0.4844256895534328,0.0,large_page_regression_risk,MONITOR,1,104,12521,53,0.42,23.5,3.18,0.0,0
16375,content_b88c26312be3,client_9f14025af0,0.2859640117705915,0.0,inconsistent_traffic,MONITOR,0,20,2,0,0.0,49.0,0.0,0.0,0
16376,content_f5e263332f59,client_a88a7902cb,0.33971511646391045,0.0,content_depth_mismatch,MONITOR,0,28,67,0,0.0,65.3,0.0,0.0,0
16377,content_1185fc0263e9,client_7f2253d7e2,0.613118020871661,0.0,past_visibility_peak,MONITOR,0,20,6063,58,0.96,4.3,13.79,0.0,0
16378,content_0969af623440,client_4e07408562,0.5872633954375059,0.0,past_visibility_peak,MONITOR,0,20,3061,9,0.29,8.4,5.26,0.0,0
16379,content_d32e4fb1896a,client_624b60c58c,0.5672217146003132,0.0,aging_past_lifecycle_peak,MONITOR,0,8,112,0,0.0,6.6,0.0,0.0,1
16380,content_56fdd26be54c,client_19581e27de,0.44011258434321504,0.0,past_visibility_peak,MONITOR,0,22,2602,5,0.19,15.3,2.44,0.0,0
16381,content_6268fe878128,client_25fc0e7096,0.16172071688002765,0.0,weak_ranking_position,MONITOR,0,6,3,0,0.0,0.0,0.0,0.0,0
16382,content_0b2e14bc7be9,client_19581e27de,0.47263382516688207,0.0,inconsistent_traffic,MONITOR,0,22,156,0,0.0,24.0,0.0,0.0,0
16383,content_e09b5602ba42,client_8527a891e2,0.5818413085736158,0.0,past_visibility_peak,MONITOR,1,92,9681,0,0.0,74.3,0.0,0.0,0
16384,content_7e9c6b3fa64c,client_6208ef0f77,0.7303081490174826,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,5699,20,0.35,10.5,0.0,0.0,0
16385,content_0303b4448197,client_19581e27de,0.6293441076507278,0.0,aging_past_lifecycle_peak,MONITOR,0,20,960,0,0.0,31.8,0.0,0.0,1
16386,content_2e3ed35f801f,client_4e07408562,0.4544842047205167,0.0,past_visibility_peak,MONITOR,0,7,7587,22,0.29,6.7,4.17,0.0,0
16387,content_f0fc1abf9ce4,client_d029fa3a95,0.5565057853790067,0.0,inconsistent_traffic,MONITOR,0,20,77,0,0.0,22.3,0.0,0.0,1
16388,content_a3b4f619337e,client_4e07408562,0.4892798402026879,0.0,past_visibility_peak,MONITOR,0,20,8347,13,0.16,6.8,21.74,0.0,0
16389,content_34c63365dcb2,client_98a3ab7c34,0.6156673630758255,0.0,aging_past_lifecycle_peak,MONITOR,0,1,13,0,0.0,15.4,0.0,0.0,1
16390,content_ff71c103ba32,client_a88a7902cb,0.5058017928558373,0.0,inconsistent_traffic,MONITOR,0,28,114,0,0.0,56.1,0.0,0.0,0
16391,content_e1f12ff8ceed,client_d4735e3a26,0.16103697714985948,0.0,inconsistent_traffic,MONITOR,3,20,2,1,50.0,4.0,0.0,0.0,0
16392,content_7abc9eec7679,client_6208ef0f77,0.6487126197975598,0.0,content_depth_mismatch,MONITOR,1,104,5279,14,0.27,32.4,6.67,0.0,0
16393,content_d76da4b6cfc6,client_19581e27de,0.4215018200692823,0.0,large_page_regression_risk,MONITOR,1,104,235,0,0.0,37.1,1.25,0.0,0
16394,content_bd95aceae7c2,client_4ec9599fc2,0.31188855700482154,0.0,inconsistent_traffic,MONITOR,0,20,11,0,0.0,47.3,0.0,0.0,0
16395,content_a07b85121178,client_a88a7902cb,0.3245984982964272,0.0,content_depth_mismatch,MONITOR,0,28,30,1,3.33,53.0,0.0,0.0,0
16396,content_ddf7d7516f0f,client_434c9b5ae5,0.5978184721074956,0.0,aging_past_lifecycle_peak,MONITOR,1,89,99,0,0.0,7.8,0.0,0.0,1
16397,content_40367c3cc999,client_d4735e3a26,0.4283331678662899,0.0,inconsistent_traffic,MONITOR,0,20,102,1,0.98,3.2,0.0,0.0,0
16398,content_2fbd3dc719c8,client_4ec9599fc2,0.6076324703807711,0.0,past_visibility_peak,MONITOR,1,104,543,0,0.0,28.2,0.0,0.0,0
16399,content_e6782a272572,client_19581e27de,0.7402431838250634,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,20,1767,2,0.11,14.5,0.0,0.0,1
16400,content_1525fde2b132,client_2c624232cd,0.3776317779374961,0.0,inconsistent_traffic,MONITOR,0,22,125,0,0.0,44.8,0.0,0.0,0
16401,content_9c366e02e317,client_6208ef0f77,0.7475839184739225,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,217,0,0.0,10.4,0.0,0.0,0
16402,content_ecb4c5ad80cd,client_6208ef0f77,0.7746220824593449,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,682,3,0.44,5.1,0.0,0.0,0
16403,content_ebb2ea1219e3,client_6208ef0f77,0.694732983863828,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,3133,4,0.13,25.1,0.0,0.0,1
16404,content_39e99864636d,client_4e07408562,0.5044081918530978,0.0,past_visibility_peak,MONITOR,0,13,783,0,0.0,31.9,0.0,0.0,1
16405,content_63d0519f9abe,client_f369cb89fc,0.7634410931817776,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,14152,16,0.11,11.9,0.0,0.0,1
16406,content_1132ae9172bb,client_6208ef0f77,0.7893845896765447,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,582,0,0.0,15.1,2.17,0.0,1
16407,content_5896935fd3cb,client_19581e27de,0.4479727195251606,0.0,past_visibility_peak,MONITOR,0,22,922,9,0.98,6.0,0.0,0.0,0
16408,content_fbdecc7242f3,client_6208ef0f77,0.6963502261196628,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,52,0,0.0,14.7,0.0,0.0,0
16409,content_27f8e05531ff,client_9f14025af0,0.4746324032254847,0.0,inconsistent_traffic,MONITOR,0,20,3,0,0.0,6.0,0.0,0.0,0
16410,content_99b96fc838bb,client_6208ef0f77,0.7469585555427508,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,864,0,0.0,3.3,0.0,0.0,1
16411,content_c95b6b0e75ad,client_f74efabef1,0.3418683151264859,0.0,aging_past_lifecycle_peak,MONITOR,0,20,53,0,0.0,56.5,0.0,0.0,1
16412,content_344ff941fb65,client_a88a7902cb,0.474262100812123,0.0,inconsistent_traffic,MONITOR,0,28,28,0,0.0,37.9,0.0,0.0,1
16413,content_1d4f0e0d7b93,client_f74efabef1,0.7755118204875274,0.0,past_visibility_peak,PRIORITY_REVIEW,1,105,577,3,0.52,7.8,0.0,0.0,1
16414,content_054de9547529,client_19581e27de,0.45184744451329834,0.0,past_visibility_peak,MONITOR,0,22,1681,2,0.12,37.0,0.0,0.0,1
16415,content_937813a53eba,client_19581e27de,0.4921656406692908,0.0,past_visibility_peak,MONITOR,1,104,1198,0,0.0,44.9,0.0,0.0,0
16416,content_f87b31671345,client_6208ef0f77,0.3483848300950269,0.0,large_page_regression_risk,MONITOR,1,104,22412,66,0.29,32.4,2.41,0.0,0
16417,content_f2f16a13d6d0,client_19581e27de,0.7025905788768717,0.0,aging_past_lifecycle_peak,SCHEDULE_REVIEW,0,20,656,0,0.0,6.8,0.0,0.0,1
16418,content_d4d6f524beb1,client_2c624232cd,0.4326432789344958,0.0,past_visibility_peak,MONITOR,0,22,536,0,0.0,52.7,0.0,0.0,0
16419,content_da7a67ee221e,client_d4735e3a26,0.27548040717426786,0.0,inconsistent_traffic,MONITOR,0,20,32,1,3.13,3.2,0.0,0.0,1
16420,content_48e591f5bba6,client_19581e27de,0.4168840246741688,0.0,past_visibility_peak,MONITOR,0,22,625,1,0.16,32.8,0.0,0.0,0
16421,content_903ef980a2bc,client_d4735e3a26,0.11762556152074635,0.0,inconsistent_traffic,MONITOR,0,20,1,0,0.0,0.0,0.0,0.0,0
16422,content_9d91845c81bf,client_6208ef0f77,0.8045686244430525,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,4400,12,0.27,10.7,0.0,0.0,1
16423,content_15a105c587cf,client_19581e27de,0.6385241205413916,0.0,past_visibility_peak,MONITOR,1,104,238,1,0.42,28.2,0.0,0.0,0
16424,content_2bc40c7acc52,client_19581e27de,0.39105530262687815,0.0,past_visibility_peak,MONITOR,1,104,530,0,0.0,47.7,0.0,0.0,0
16425,content_2edc5fc118d2,client_19581e27de,0.5551834185774613,0.0,past_visibility_peak,MONITOR,1,104,14707,20,0.14,8.4,5.33,0.0,0
16426,content_435e78c804ad,client_e629fa6598,0.2624293948039616,0.0,past_visibility_peak,MONITOR,0,22,25295,39,0.15,7.2,4.0,0.0,1
16427,content_6049031e56ad,client_19581e27de,0.27195719912355837,0.0,past_visibility_peak,MONITOR,0,22,716,0,0.0,66.6,0.0,0.0,0
16428,content_0b34a5144c14,client_a88a7902cb,0.39826298945586075,0.0,inconsistent_traffic,MONITOR,0,28,5,0,0.0,36.2,0.0,0.0,0
16429,content_3fe6530cd766,client_d029fa3a95,0.4923686243894238,0.0,inconsistent_traffic,MONITOR,0,8,236,1,0.42,43.8,0.0,0.0,1
16430,content_452b4dcb2c2a,client_4e07408562,0.48081830130451725,0.0,past_visibility_peak,MONITOR,1,104,1115,0,0.0,38.2,0.0,0.0,0
16431,content_481a5b957b11,client_6208ef0f77,0.5786043961636373,0.0,large_page_regression_risk,MONITOR,1,104,23081,27,0.12,39.5,0.42,0.0,1
16432,content_617bb194934b,client_6208ef0f77,0.6643408681125996,0.0,content_depth_mismatch,MONITOR,1,104,880,0,0.0,27.3,0.0,0.0,1
16433,content_ea596312d0df,client_f74efabef1,0.38727000612334644,0.0,content_depth_mismatch,MONITOR,0,20,742,1,0.13,34.8,8.89,0.0,0
16434,content_b2723b0e21a1,client_3fdba35f04,0.694703425122111,0.0,past_visibility_peak,SCHEDULE_REVIEW,1,104,2614,2,0.08,33.4,14.29,0.0,1
16435,content_f14a24375cc4,client_8527a891e2,0.6046547572994221,0.0,inconsistent_traffic,MONITOR,1,104,21,0,0.0,8.3,0.0,0.0,1
16436,content_43aa170d2d60,client_3fdba35f04,0.7408042704337918,0.0,inconsistent_traffic,SCHEDULE_REVIEW,1,104,162,0,0.0,17.9,0.0,0.0,1
16437,content_3ab08d258711,client_19581e27de,0.6450836843753635,0.0,past_visibility_peak,MONITOR,1,104,1349,9,0.67,4.1,0.0,0.0,1
16438,content_d376881f5bd0,client_4e07408562,0.42437606537163164,0.0,past_visibility_peak,MONITOR,1,104,5301,0,0.0,54.8,0.0,0.0,1
16439,content_aed00caec333,client_f369cb89fc,0.5332630612300633,0.0,inconsistent_traffic,MONITOR,0,20,17,0,0.0,12.5,0.0,0.0,0
16440,content_6557f2b648e8,client_d029fa3a95,0.4936088260965129,0.0,stale_content,MONITOR,1,183,18,0,0.0,9.2,0.0,0.0,0
16441,content_0cbb2112e0a0,client_19581e27de,0.7191976405817405,0.0,inconsistent_traffic,SCHEDULE_REVIEW,1,104,288,0,0.0,12.2,0.0,0.0,1
16442,content_603d43d1089d,client_b4944c6ff0,0.75991712965697,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,632,0,0.0,6.3,0.0,0.0,1
16443,content_63fff2a73f9c,client_19581e27de,0.5389407547278091,0.0,past_visibility_peak,MONITOR,1,104,6664,42,0.63,6.2,2.04,0.0,1
16444,content_49f408b3547d,client_6208ef0f77,0.6840608713402888,0.0,large_page_regression_risk,SCHEDULE_REVIEW,1,104,4118,6,0.15,40.4,0.59,0.0,0
16445,content_c48cf0e2b86a,client_19581e27de,0.5502790177633011,0.0,past_visibility_peak,MONITOR,0,20,5280,12,0.23,9.9,4.76,0.0,0
16446,content_f9cf67126e03,client_f74efabef1,0.6165737336010538,0.0,aging_past_lifecycle_peak,MONITOR,0,20,640,0,0.0,21.5,10.0,0.0,1
16447,content_eea80eacb125,client_6208ef0f77,0.7192313071910568,0.0,large_page_regression_risk,SCHEDULE_REVIEW,1,104,6974,7,0.1,5.6,1.73,0.0,1
16448,content_194a3cd73c28,client_624b60c58c,0.6277477543908324,0.0,aging_past_lifecycle_peak,MONITOR,0,8,159,0,0.0,11.6,0.0,0.0,1
16449,content_86d53cec4dd6,client_6208ef0f77,0.785585298526087,0.0,content_depth_mismatch,PRIORITY_REVIEW,1,104,4069,8,0.2,7.7,0.0,0.0,1
16450,content_2a21c2bbaa95,client_25fc0e7096,0.17899323368686318,0.0,aging_past_lifecycle_peak,MONITOR,0,8,3,0,0.0,0.0,0.0,0.0,0
16451,content_45dcc88b4820,client_3fdba35f04,0.7699679223856652,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,5176,15,0.29,10.8,6.25,0.0,1
16452,content_3f703336ec8d,client_4e07408562,0.44615826451955803,0.0,past_visibility_peak,MONITOR,0,20,8144,32,0.39,5.6,0.0,0.0,0
16453,content_2aa11e7419fa,client_6208ef0f77,0.6315192751264523,0.0,content_depth_mismatch,MONITOR,1,104,1983,3,0.15,42.5,0.0,0.0,1
16454,content_26d5ff7f5ae9,client_6208ef0f77,0.6943732340626734,0.0,content_depth_mismatch,SCHEDULE_REVIEW,1,104,111,0,0.0,18.2,0.0,0.0,1
16455,content_5378ff3b5f5b,client_19581e27de,0.6027443065890183,0.0,past_visibility_peak,MONITOR,1,104,1839,11,0.6,8.7,0.0,0.0,0
16456,content_8a0e82cc099f,client_8527a891e2,0.20218958745015791,0.0,inconsistent_traffic,MONITOR,0,20,1,0,0.0,84.0,0.0,0.0,0
16457,content_09af0f22fdc4,client_d4735e3a26,0.3551399002478783,0.0,stale_content,MONITOR,2,211,22,1,4.55,6.7,100.0,0.0,0
16458,content_b7dc979708d6,client_19581e27de,0.7220928366415704,0.0,past_visibility_peak,SCHEDULE_REVIEW,1,104,663,0,0.0,6.5,20.0,0.0,0
16459,content_3f2c294ef17d,client_6208ef0f77,0.586161192295511,0.0,content_depth_mismatch,MONITOR,1,104,10998,37,0.34,23.8,4.07,0.0,1
16460,content_11665bc80a5c,client_4ec9599fc2,0.4921195728908145,0.0,inconsistent_traffic,MONITOR,1,104,50,0,0.0,21.9,0.0,0.0,1
16461,content_85d021f0a213,client_4e07408562,0.6144547691288946,0.0,past_visibility_peak,MONITOR,0,13,1070,3,0.28,26.7,0.0,0.0,1
16462,content_19c03c86c20c,client_2c624232cd,0.3309902037472153,0.0,inconsistent_traffic,MONITOR,0,11,128,1,0.78,21.3,0.0,0.0,0
16463,content_0252c59b4b99,client_349c41201b,0.7805793155597373,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,1120,3,0.27,16.6,0.0,0.0,0
16464,content_4da278e9cdd2,client_a88a7902cb,0.5507661835189952,0.0,inconsistent_traffic,MONITOR,0,20,8,0,0.0,17.1,0.0,0.0,1
16465,content_04e8c83b1fd8,client_19581e27de,0.25027934523681983,0.0,inconsistent_traffic,MONITOR,0,22,23,0,0.0,16.8,0.0,0.0,1
16466,content_9ae38c06d095,client_6208ef0f77,0.7804411767633346,0.0,past_visibility_peak,PRIORITY_REVIEW,0,20,1931,0,0.0,14.8,0.0,0.0,1
16467,content_56c595926939,client_19581e27de,0.6601917258952475,0.0,past_visibility_peak,MONITOR,1,104,8365,3,0.04,11.0,0.0,0.0,1
16468,content_26ed42144892,client_19581e27de,0.627708029138267,0.0,past_visibility_peak,MONITOR,0,20,25123,54,0.21,3.9,3.85,0.0,0
16469,content_a0744f34c5d8,client_e629fa6598,0.5588644805415722,0.0,inconsistent_traffic,MONITOR,1,104,31,0,0.0,12.0,0.0,0.0,1
16470,content_171b24cfd846,client_19581e27de,0.5215067262176215,0.0,large_page_regression_risk,MONITOR,0,20,39592,109,0.28,5.0,1.65,0.0,0
16471,content_122b8ff9d581,client_f369cb89fc,0.4593303455532101,0.0,inconsistent_traffic,MONITOR,0,8,4,0,0.0,5.8,0.0,0.0,0
16472,content_d702cc7bada6,client_d029fa3a95,0.34598784532913074,0.0,inconsistent_traffic,MONITOR,0,20,23,0,0.0,8.1,0.0,0.0,0
16473,content_83bc210a1f15,client_4ec9599fc2,0.3802072161499931,0.0,inconsistent_traffic,MONITOR,1,104,7,0,0.0,8.7,0.0,0.0,0
16474,content_b893db8d7619,client_3fdba35f04,0.8194645142687688,0.0,past_visibility_peak,PRIORITY_REVIEW,1,104,818,0,0.0,4.5,0.0,0.0,1
16475,content_af2dfaf7aeff,client_19581e27de,0.7025556998790754,0.0,past_visibility_peak,SCHEDULE_REVIEW,1,104,4566,8,0.18,3.4,0.0,0.0,1
16476,content_cd0666cdd7ce,client_4e07408562,0.5141386017129091,0.0,past_visibility_peak,MONITOR,0,13,742,0,0.0,16.7,0.0,0.0,1
16477,content_e759105801bc,client_3fdba35f04,0.3420147622364135,0.0,past_visibility_peak,MONITOR,0,26,10658,56,0.53,19.5,6.06,0.0,1
16478,content_0addf6b1146f,client_6208ef0f77,0.7278860205296188,0.0,past_visibility_peak,SCHEDULE_REVIEW,0,20,3645,1,0.03,33.9,0.0,0.0,1
